,SiteName,BlockNo,PlotNo,Subplot.No,Subplot.X,Subplot.Y,X4.waygrass,achmol,aegtri,agohet,aircar,amsmen,anaarv,astragalus,avebar,avefat,bare,brimax,brimin,brocar,brodia,brohor,bromad,broster,calcil,callut,calpar,cardamine,carpac,casatt,cenmil,cenmil..not..,cerglo,clapur,collinsia,conarv,croset,cynech,daucpusil,delgra,delvar,diccap,dicmul,elygla,erobot,eupspa,filgal,galapa,galpar,gerdis,germol,greenbrush,hypgla,laccil,lacser,lagophylla,latsph,linbic,linpar,lolmul,lomatium,longawnbrome,lotmic,lotpur,lotus,lotwra,lupbic,luzcom,madgra,miccal,naspul,navpub,notago,oak,petdub,pink.cup.opposite,plalan,planot,poasecunda,purplecup,purpleflower,rancal,rock,sanbip,scapec,shearv,shieldseed,sidalcea,sisbel,taecap,thycur,torilis,trialbo,tribif,tricil,tridub,trieri,trifuc,trigra,trihir,trihya,trilax,trimicroceph,trimicrodon,triwhite,triwil,triwra,unkforb,unktar,vicsat,vicvil,vulmyu,whiterib,whorledtarweed,wood,zigadenus
255,MCLA,2,2,15,7,8,,,,,2,,,,1,,,,,,,5,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,3,,,,
208,MCLA,2,2,16,8,2,,,,,2,,,,,,7,,2,,,4,,,,,,,,,,,,2,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,4,,,,,,3,,,,,,,,,,,,,,,,2,,,,
224,MCLA,2,2,16,8,4,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,1,,,,
240,MCLA,2,2,16,8,6,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,2,2,,,,
256,MCLA,2,2,16,8,8,,,,,,,,,,,,,,,,3,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,2,,,,
194,MCLA,2,2,2,2,1,,,,,1,,,,,,6,,,,,3,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,2,,,,
210,MCLA,2,2,2,2,3,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,1,2,3,,,,
226,MCLA,2,2,2,2,5,,,,,1,,,,,,,,,,,5,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,1,2,3,,,,
242,MCLA,2,2,2,2,7,,,,,,,,,1,,,,,,,5,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,1,,3,,,,
195,MCLA,2,2,3,3,1,,,,,1,,,,3,,15,,,,,4,,,,,,,,,,,,1,,,,,,,,1,,,,,,,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,3,,,,
211,MCLA,2,2,3,3,3,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,2,3,2,,,,
227,MCLA,2,2,3,3,5,,,,,,,,,,,10,,,,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,1,3,2,,,,
243,MCLA,2,2,3,3,7,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,1,2,3,,,,
196,MCLA,2,2,4,4,1,,,,,2,,,,1,,10,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,3,,,,
212,MCLA,2,2,4,4,3,,,,3,1,,,,2,,8,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,3,,,,
228,MCLA,2,2,4,4,5,,,,,,,,,,,,,,,,3,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,3,1,2,,,,
244,MCLA,2,2,4,4,7,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,3,2,3,,,,
197,MCLA,2,2,5,5,1,,,,,,,,,2,,5,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,1,,3,,,,
213,MCLA,2,2,5,5,3,,,,2,1,,,,,,7,,,,,4,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,2,,,,
229,MCLA,2,2,5,5,5,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,1,4,,,,,,1,,,,,,,,,,,,,,2,,3,,,,
245,MCLA,2,2,5,5,7,,,,,,,,,1,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,2,2,3,,,,
198,MCLA,2,2,6,6,1,,,,,2,,,,,,15,,1,,,5,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,4,,,,,,1,,,,,,,,,,,,,,,,3,,,,
214,MCLA,2,2,6,6,3,,,,,,,,,,,,,,,,4,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,2,1,3,,,,
230,MCLA,2,2,6,6,5,,,,,,,,,,,7,,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,1,3,3,,,,
246,MCLA,2,2,6,6,7,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,1,,4,,,,
199,MCLA,2,2,7,7,1,,,,,,,,,,,30,,,,,3,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,2,3,3,,,,
215,MCLA,2,2,7,7,3,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,1,2,2,,,,
231,MCLA,2,2,7,7,5,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,1,,,,,,,,,,,,,,2,2,2,,,,
247,MCLA,2,2,7,7,7,,,,,2,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,2,2,3,,,,
200,MCLA,2,2,8,8,1,,,,,1,,,,,,8,,,,,4,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,5,,,,,,2,,,,,,,,,,,,,,1,,3,,,,
216,MCLA,2,2,8,8,3,,,,,2,,,,,,3,,,,,4,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,2,2,,,,
232,MCLA,2,2,8,8,5,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,2,,,,,,,,,,,,,,2,2,1,,,,
248,MCLA,2,2,8,8,7,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,2,2,,,,,
201,MCLA,2,2,9,1,2,,,,,2,,,,,,20,,1,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,1,2,4,,,,
217,MCLA,2,2,9,1,4,,,,,3,,,,1,,8,,,,,5,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,2,,3,,,,
233,MCLA,2,2,9,1,6,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,2,2,2,,,,
249,MCLA,2,2,9,1,8,,,,,,,,,1,,,,,,,5,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,2,2,2,,,,
257,MCLA,3,1,1,1,1,,,,,,,,,4,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,2,3,4,,,,
273,MCLA,3,1,1,1,3,,,,,,,,,4,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,3,4,2,,,,
289,MCLA,3,1,1,1,5,,,,,,,,,4,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,3,,,,,
305,MCLA,3,1,1,1,7,,,,,,,,,2,,,,,,,3,,,,,,,,,,,,1,,,,,,,,1,,,2,,,,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,3,3,2,,,,
266,MCLA,3,1,10,2,2,,,,,,,,,3,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,5,5,1,,,,
282,MCLA,3,1,10,2,4,,,,,,,,,2,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,4,5,1,,,,
298,MCLA,3,1,10,2,6,,,,,1,,,,3,,7,,,,,3,,,,,,,,,,,,2,,,,,,,,,,,3,,,,,,,,2,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,1,3,2,,,,
314,MCLA,3,1,10,2,8,,,,,,,,,2,,,,,,1,3,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,4,4,,,,,
267,MCLA,3,1,11,3,2,,,,,,,,,2,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,5,5,1,,,,
283,MCLA,3,1,11,3,4,,,,,,,,,1,,,,,,1,3,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,5,5,1,,,,
299,MCLA,3,1,11,3,6,,,,,,,,,2,,20,,,,2,2,,,,,,,,,,,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,4,,,,,
315,MCLA,3,1,11,3,8,,,,,,,,,2,,,,,,,3,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,3,3,2,,,,
268,MCLA,3,1,12,4,2,,,,,,,,,3,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,4,3,,,,,
284,MCLA,3,1,12,4,4,,,,,1,,,,1,,,,,,,3,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,5,5,2,,,,
300,MCLA,3,1,12,4,6,,,,,1,,,,2,,,,1,,,3,,,,,,,,,,,,3,,,,,,,,1,,,4,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,4,2,,,,
316,MCLA,3,1,12,4,8,,,,,,,,,2,,,,,,1,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,3,4,,,,,
269,MCLA,3,1,13,5,2,,,,,,,,,2,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,4,4,,,,,
285,MCLA,3,1,13,5,4,,,,,,,,,1,,6,,,,,4,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,4,4,2,,,,
301,MCLA,3,1,13,5,6,,,,,,,,,,,,,,,,3,,,,,,,,,,,,2,,,,,,,,,,,4,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,2,3,,,,,
317,MCLA,3,1,13,5,8,,,,,,,,,,,,,,,,3,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,3,4,1,,,,
270,MCLA,3,1,14,6,2,,,,,,,,,1,,,,,,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,5,4,,,,,
286,MCLA,3,1,14,6,4,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,3,4,1,,,,
302,MCLA,3,1,14,6,6,,,,,2,,,,,,,,,,,2,,,,,,,,,,,,3,,,,,,,,,,,4,,,,3,,,,3,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,4,2,,,,
318,MCLA,3,1,14,6,8,,,,,,,,,1,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,5,4,,,,,
271,MCLA,3,1,15,7,2,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,4,4,,,,,
287,MCLA,3,1,15,7,4,,,,,,,,,1,,8,,,,,4,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,4,4,1,,,,
303,MCLA,3,1,15,7,6,,,,,3,,,,1,,,,,,,3,,,,,,,,2,,,,3,,,,,,,,,,,3,,,,3,,,,3,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,3,3,,,,,
319,MCLA,3,1,15,7,8,,,,,,,,,2,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,3,4,,,,,
272,MCLA,3,1,16,8,2,,,,,,,,,1,,,,,,,4,,,,,,,,,,,,2,,,,,,,,,,,2,,,,1,,,,3,,,,,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,,,,,2,,,,,,,2,,,,,,,,,,,,,3,3,,,,,
288,MCLA,3,1,16,8,4,,,,,,,,,,,35,,,,,3,,,,,,,,,,,,2,,,,,,,,,,,4,,,,1,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,3,4,,,,,
304,MCLA,3,1,16,8,6,,,,,,,,,,,,,,,,3,,,,,,,,3,,,,,,,,,,,,,,,2,,,,2,,,,3,,,,,,,,,,,,,,2,,,3,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,2,,,,,,,,,,3,4,,,,,
320,MCLA,3,1,16,8,8,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,1,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,2,2,,,,,
258,MCLA,3,1,2,2,1,,,,,,,,,3,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,3,4,5,,,,
274,MCLA,3,1,2,2,3,,,,,,,1,,4,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,4,5,1,,,,
290,MCLA,3,1,2,2,5,,,,,,,,,3,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,3,,,,,
306,MCLA,3,1,2,2,7,,,,,,,,,2,,,,,,,3,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,3,3,1,,,,
259,MCLA,3,1,3,3,1,,,,,,,,,3,,5,,,,,3,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,4,4,2,,,,
275,MCLA,3,1,3,3,3,,,,,,,,,3,,,,,,,3,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,4,4,2,,,,
291,MCLA,3,1,3,3,5,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,1,1,,,,,,,1,,,4,,,,1,,,,1,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,4,2,,,,
307,MCLA,3,1,3,3,7,,,,,,,,,,,,,,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,3,3,,,,,
260,MCLA,3,1,4,4,1,,,,,,,,,4,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,3,3,2,,,,
276,MCLA,3,1,4,4,3,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,5,5,1,,,,
292,MCLA,3,1,4,4,5,,,,,,,,,2,,5,,,,,3,,,,,,,,1,,,,2,,,,,,,,,,,4,,,,1,,,,2,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,3,,,,,
308,MCLA,3,1,4,4,7,,,,,,,,,2,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,3,4,,,,,
261,MCLA,3,1,5,5,1,,,,,,,,,3,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,4,4,1,,,,
277,MCLA,3,1,5,5,3,,,,,,,,,2,,,,,,3,3,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,4,4,2,,,,
293,MCLA,3,1,5,5,5,,,,,,,,,2,,,,,,1,3,,,,,,,,,,,,3,,,,,,,,,,,4,,,,,,,,2,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,4,,,,,
309,MCLA,3,1,5,5,7,,,,,,,,,1,,,,,,,3,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,3,3,1,,,,
262,MCLA,3,1,6,6,1,,,,,,,,,3,,,,,,,3,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,4,3,1,,,,
278,MCLA,3,1,6,6,3,,,,,,,,,2,,,,,,4,3,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,4,3,2,,,,
294,MCLA,3,1,6,6,5,,,,,1,,,,2,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,3,,,,1,,,,2,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,2,3,,,,,
310,MCLA,3,1,6,6,7,,,,,,,,,1,,,,,,,3,,,,,,,,,,,,2,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,3,3,,,,,
263,MCLA,3,1,7,7,1,,,,,,,,,2,,,,,,,4,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,4,3,1,,,,
279,MCLA,3,1,7,7,3,,,,,1,,,,,,,,,,2,3,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,5,4,2,,,,
295,MCLA,3,1,7,7,5,,,,,2,,,,2,,,,,,,2,,,,,,,,2,,,,3,,,,,,,,,,,3,,,,2,,,,4,,,,,,,,,,,,,,1,,,3,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,3,3,,,,,
311,MCLA,3,1,7,7,7,,,,,1,,,,,,,,,,,2,,,,,,,,1,,,,2,,,,,,,,,,,1,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,2,2,,,,,
264,MCLA,3,1,8,8,1,,,,,,,,,2,,,,,,,3,,,,,,,,,,,,1,,,,,,,,,,,3,,,,1,,,,2,,,,,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,2,3,1,,,,
280,MCLA,3,1,8,8,3,,,,,,,,,,,,,,,,3,,,,,,,,,,,,1,,,,,,,,,,,1,,,,1,,,,2,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,4,4,,,,,
296,MCLA,3,1,8,8,5,,,,,1,,,,,,15,,,,,2,,,,,,,,2,,,,3,,,,,,,,,,,3,,,,1,,,,3,,,,,,,,,,,,,,2,,,3,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,2,3,,,,,
312,MCLA,3,1,8,8,7,,,,,,,,,,,,,,,,3,,,,,,,,2,,,,3,,,,,,,,,,,2,,,,3,,,,3,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,2,3,,,,,
265,MCLA,3,1,9,1,2,,,,,,,,,4,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,3,3,2,,,,
281,MCLA,3,1,9,1,4,,,,,,,,,5,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,2,3,2,,,,
